run,episode_id,step,pre_goal_distance_m,post_goal_distance_m,retry_count,final_parse_error,attempts_json,logged_v2_verdict,v2_reason,v2_blockers_json,relation_required,relation_satisfied,relation_missing_json,relation_unresolved,route_index,route_total,current_action,missing_evidence_json,route_complete,terminal_confirmed,goal_complete,target_direction,local_surface_depth_m,distance_satisfied,route_maturity_satisfied,instance_key,instance_streak,instance_reason,stop_outcome,terminal_recheck_hold,terminal_recheck_used,recheck_original_distance_m,action_code,candidate_id,command_distance_m,command_angle_rad,actual_displacement_m,prior_override,prior_gap,source_nav,evidence_line,command_line
instruction_two_stage_ep10_20260908_205014,244,2,6.1225128173828125,5.818793773651123,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 612}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,1.0,4.921828269958496,1.003039060313887,True,0.15193263033376245,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,93,113
instruction_two_stage_ep10_20260908_205014,244,3,5.818793773651123,4.319491386413574,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 607}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:doorway.","[""generic_final_terms:doorway""]",True,True,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,3,0.9545936435461045,True,True,244:terminal-instance:2,1,new_spatial_track,,,,,4,4,1.5,1.675516128540039,1.5000006014723726,True,0.03526690955671036,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,151,171
instruction_two_stage_ep10_20260908_205014,244,4,4.319491386413574,2.93601131439209,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2849, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 845}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:doorway.","[""generic_final_terms:doorway""]",True,True,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,True,False,1,0.2598959393799305,True,True,244:terminal-instance:2,2,matched_terminal_track,,,,,4,1,1.5,0.31415891647338867,1.478042902785008,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,209,230
instruction_two_stage_ep10_20260908_205014,244,5,2.93601131439209,2.395702362060547,1,"JSONDecodeError: Expecting ',' delimiter: line 23 column 6 (char 974)","[{""attempt"": 1, ""valid"": false, ""response_chars"": 2696, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": false, ""response_chars"": 986, ""error"": ""JSONDecodeError: Expecting ',' delimiter: line 23 column 6 (char 974)""}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:white double doors.","[""terminal_relation_evidence_missing:white double doors""]",True,False,"[""white double doors""]",False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.5,5.864306449890137,1.4999998395864529,True,0.11753065927257023,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,268,288
instruction_two_stage_ep10_20260908_205014,244,6,2.395702362060547,2.3251216411590576,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 597}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:doorway.","[""generic_final_terms:doorway""]",True,True,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,0,1.1008161902427676,True,True,244:terminal-instance:3,1,new_spatial_track,,,,,4,5,1.75,2.6179935932159424,1.749999450962073,True,0.07322205318778816,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,326,346
instruction_two_stage_ep10_20260908_205014,244,7,2.3251216411590576,2.14394474029541,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 609}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],True,True,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,6,2.1245155334472656,True,True,,0,insufficient_instance_geometry,,,,,4,7,1.75,3.2986721992492676,1.749999841222504,True,0.003137216232080242,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,384,405
instruction_two_stage_ep10_20260908_205014,244,8,2.14394474029541,1.9503529071807861,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 613}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:doorway.","[""generic_final_terms:doorway""]",True,True,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,0,0.9959245473146439,True,True,244:terminal-instance:4,1,new_spatial_track,,,,,4,6,1.75,2.879793167114258,1.74999952857192,True,0.2309874283057209,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,442,462
instruction_two_stage_ep10_20260908_205014,244,9,1.9503529071807861,3.2385942935943604,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 418}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],True,True,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,6,2.1423388719558716,True,True,,0,insufficient_instance_geometry,,,,,4,4,1.5,1.8325953483581543,1.4999995510912016,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,499,518
instruction_two_stage_ep10_20260908_205014,244,10,3.2385942935943604,1.782256841659546,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 597}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:doorway.","[""generic_final_terms:doorway""]",True,True,[],False,0,3,Go through the door,"[""verifier_not_implemented:cross""]",False,False,False,3,2.196337729692459,True,True,244:terminal-instance:5,1,new_spatial_track,,,,,4,5,1.75,2.4085543155670166,1.7499994514686528,True,0.03733951503421795,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,555,576
instruction_two_stage_ep10_20260908_205014,218,1,,7.5492658615112305,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2582, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 836}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,0,4,Leave the bedroom,"[""effective_movement_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,9,1.25,4.5029497146606445,1.2499995346575177,True,0.11088270573833836,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,622,642
instruction_two_stage_ep10_20260908_205014,218,2,7.5492658615112305,8.29138469696045,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2580, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 691}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway to the room']",[],False,True,[],False,0,4,Leave the bedroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.0,6.0737457275390625,0.7523795800018211,True,0.04320677797973965,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,679,699
instruction_two_stage_ep10_20260908_205014,218,3,8.29138469696045,8.549818992614746,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 632}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],False,True,[],False,0,4,Leave the bedroom,"[""exit_state_transition_missing""]",False,False,False,6,0.8833652436733247,True,True,218:terminal-instance:1,1,new_spatial_track,,,,,4,10,0.75,4.817108631134033,0.6018069548350666,True,0.04011384075840252,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,736,757
instruction_two_stage_ep10_20260908_205014,218,4,8.549818992614746,8.549818992614746,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 625}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.95.,[],False,True,[],False,0,4,Leave the bedroom,"[""room_state_unobserved""]",False,True,False,9,1.2935331463813782,True,True,218:terminal-instance:1,2,matched_terminal_track,,,,,4,0,1.0,6.0737457275390625,0.0,True,0.0955584232835584,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,794,814
instruction_two_stage_ep10_20260908_205014,218,5,8.549818992614746,7.353854179382324,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 614}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.95.,[],False,True,[],False,0,4,Leave the bedroom,"[""effective_movement_missing""]",False,True,False,9,1.2248911708593369,True,True,218:terminal-instance:1,3,matched_terminal_track,,,,,4,9,1.25,4.5029497146606445,1.2499990947705006,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,851,870
instruction_two_stage_ep10_20260908_205014,218,6,7.353854179382324,6.4095635414123535,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2799, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 910}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],False,True,[],False,0,4,Leave the bedroom,"[""exit_state_transition_missing""]",False,True,False,10,0.5392950996756554,True,True,218:terminal-instance:1,4,matched_terminal_track,,,,,4,0,1.5,5.864306449890137,1.5000008045342499,True,0.09490553625179815,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,907,934
instruction_two_stage_ep10_20260908_205014,218,7,6.4095635414123535,5.223273277282715,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 626}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway to the room']",[],False,True,[],False,0,4,Leave the bedroom,"[""room_observations_not_comparable""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,9,1.25,4.607669353485107,1.2500014413123712,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,971,990
instruction_two_stage_ep10_20260908_205014,218,8,5.223273277282715,5.745336532592773,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2586, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 903}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],False,True,[],False,0,4,Leave the bedroom,"[""room_observations_not_comparable""]",False,False,False,1,1.4126302301883698,True,True,218:terminal-instance:2,1,new_spatial_track,,,,,4,11,1.25,5.2883477210998535,1.2500002742490024,True,0.12540168334791485,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1027,1047
instruction_two_stage_ep10_20260908_205014,218,9,5.745336532592773,6.874413013458252,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2702, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 855}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.95.,[],False,True,[],False,0,4,Leave the bedroom,"[""exit_state_transition_missing""]",False,True,False,6,1.1992840468883514,True,True,218:terminal-instance:2,2,matched_terminal_track,,,,,4,1,1.25,0.26179933547973633,1.2499998029203967,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1084,1104
instruction_two_stage_ep10_20260908_205014,218,10,6.874413013458252,9.020262718200684,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2600, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 860}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],False,True,[],False,1,4,take a left in the hallway,[],False,True,False,1,0.6181510016322136,True,True,218:terminal-instance:2,3,matched_terminal_track,,,,,4,11,2.25,5.4977874755859375,2.2499984868125678,True,0.14827636033106703,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1141,1161
instruction_two_stage_ep10_20260908_205014,226,1,,9.68908405303955,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2944, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 670}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway to the bedroom']",[],False,True,[],False,0,5,Leave the bedroom,"[""effective_movement_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,11,2.25,5.445427417755127,2.249998819959666,True,0.16653609846823825,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1207,1227
instruction_two_stage_ep10_20260908_205014,226,2,9.68908405303955,8.31788158416748,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 653}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: before_min_steps:2<3.","[""before_min_steps:2<3""]",False,True,[],False,0,5,Leave the bedroom,"[""exit_state_transition_missing""]",False,False,False,6,1.9814046025276184,True,True,226:terminal-instance:1,1,new_spatial_track,,,,,4,6,1.5,3.0892324447631836,1.4999995764147211,True,0.022875870164343948,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1264,1285
instruction_two_stage_ep10_20260908_205014,226,3,8.31788158416748,6.818032264709473,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 619}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,0,5,Leave the bedroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,1,1.5,0.5235986709594727,1.5000007610452215,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1322,1341
instruction_two_stage_ep10_20260908_205014,226,4,6.818032264709473,8.784624099731445,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 4025, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 518}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway to the bedroom']",[],False,True,[],False,0,5,Leave the bedroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,6,2.0,2.8274333477020264,2.000001817034333,True,0.05205459656480638,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1378,1398
instruction_two_stage_ep10_20260908_205014,226,5,8.784624099731445,10.487841606140137,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 692}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,0,5,Leave the bedroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.75,6.02138614654541,1.749997814105755,True,0.16187875217316305,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1435,1455
instruction_two_stage_ep10_20260908_205014,226,6,10.487841606140137,8.24804973602295,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2674, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 605}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway to the bedroom']",[],False,True,[],False,0,5,Leave the bedroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,7,2.25,3.246312379837036,2.2499986064590534,True,0.12347733801875915,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1492,1512
instruction_two_stage_ep10_20260908_205014,226,7,8.24804973602295,10.085043907165527,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 595}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.95.,[],False,True,[],False,1,5,take a right in the hall,[],False,False,False,10,1.412537395954132,True,True,226:terminal-instance:2,1,new_spatial_track,,,,,4,8,2.0,3.9269907474517822,2.0000000979528045,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1549,1569
instruction_two_stage_ep10_20260908_205014,226,8,10.085043907165527,8.08517074584961,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2936, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 781}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway to the bedroom']",[],False,True,[],False,1,5,take a right in the hall,"[""required_turn_not_reached""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,6,2.0,2.8274333477020264,1.9999989050014038,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1606,1625
instruction_two_stage_ep10_20260908_205014,226,9,8.08517074584961,6.904796600341797,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 587}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway to the bedroom']",[],False,True,[],False,1,5,take a right in the hall,"[""required_turn_not_reached""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,1,1.25,0.26179933547973633,1.2499998560899401,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1662,1687
instruction_two_stage_ep10_20260908_205014,226,10,6.904796600341797,8.796189308166504,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 3175, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 756}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway to the bedroom']",[],False,True,[],False,2,5,walk straight,[],False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,7,2.0,3.1939523220062256,1.9999999787539229,True,0.13900199759196133,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1724,1745
instruction_two_stage_ep10_20260908_205014,371,1,,7.804422378540039,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 640}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: before_min_steps:1<3, terminal_relation_evidence_missing:unlocalized_relation.","[""before_min_steps:1<3"", ""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,10,1.1813112497329712,True,True,371:terminal-instance:1,1,new_spatial_track,,,,,4,10,1.5,5.235987663269043,1.500002149937566,True,0.07204434482512848,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1791,1812
instruction_two_stage_ep10_20260908_205014,371,2,7.804422378540039,6.81700325012207,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 529}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,11,2.4118882715702057,True,True,,0,insufficient_instance_geometry,,,,,4,11,1.75,5.707226753234863,1.7499973676247838,True,0.2438589741614179,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1849,1869
instruction_two_stage_ep10_20260908_205014,371,3,6.81700325012207,8.709724426269531,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 445}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,2.0,5.235987663269043,2.000000119942844,True,0.1586783549661492,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1906,1926
instruction_two_stage_ep10_20260908_205014,371,4,8.709724426269531,10.074445724487305,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 3305, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 846}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,11,1.5,5.55014705657959,1.5000001253417796,True,0.0639130770374684,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,1963,1983
instruction_two_stage_ep10_20260908_205014,371,5,10.074445724487305,11.647407531738281,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 869}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,10,1.1493013054132462,True,True,371:terminal-instance:2,1,new_spatial_track,,,,,4,10,1.75,5.183628082275391,1.7500016005288401,True,0.19181271265695884,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2020,2041
instruction_two_stage_ep10_20260908_205014,371,6,11.647407531738281,10.2278470993042,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 637}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,1,0.9281940013170242,True,True,371:terminal-instance:2,2,matched_terminal_track,,,,,4,10,1.75,5.183628082275391,1.7500004933863191,True,0.06117967254355661,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2078,2098
instruction_two_stage_ep10_20260908_205014,371,7,10.2278470993042,8.94023323059082,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2948, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 808}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,1,0.6491062790155411,True,True,,0,insufficient_instance_geometry,,,,,4,0,1.5,5.759586811065674,1.4999995282683594,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2135,2154
instruction_two_stage_ep10_20260908_205014,371,8,8.94023323059082,8.973945617675781,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 642}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,11,0.9206031560897827,True,True,371:terminal-instance:3,1,new_spatial_track,,,,,4,1,1.5,0.3665189743041992,0.7804019219797105,True,0.10453428478672816,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2191,2218
instruction_two_stage_ep10_20260908_205014,371,9,8.973945617675781,9.872903823852539,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 637}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,1,0.1341435518115759,True,True,371:terminal-instance:3,2,matched_terminal_track,,,,,4,7,2.0,3.1939523220062256,1.9570789394319406,True,0.06304210240842312,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2255,2275
instruction_two_stage_ep10_20260908_205014,371,10,9.872903823852539,12.150912284851074,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 927}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,2,Walk through the dining room and kitchen air to the short flight of stairs,"[""verifier_not_implemented:traverse""]",False,False,False,10,0.9758661687374115,True,True,371:terminal-instance:3,3,matched_terminal_track,,,,,4,0,1.5,5.916666507720947,1.4999996438297818,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2312,2331
